president,speech_date,year,title,url,source_file,word_count,self_count,collective_count,self_per_1k,collective_per_1k,self_share,speech_type,is_sotu_series,delivery_mode
Donald Trump,2019-09-25,2019,"September 25, 2019: Press Conference",,"Donald_Trump_2019-09-25T16:30:00-04:00_September_25,_2019:_Press_Conference.json",6992,201,225,28.75,32.18,0.4718,Press/News Conference,False,spoken_era
Donald Trump,2019-10-27,2019,"October 27, 2019: Statement on the the Death of Abu Bakr al-Baghdadi",,"Donald_Trump_2019-10-27T10:00:00-04:00_October_27,_2019:_Statement_on_the_the_Death_of_Abu_Bakr_al-Baghdadi.json",741,8,11,10.8,14.84,0.4211,Other,False,spoken_era
Donald Trump,2020-01-03,2020,"January 3, 2020: Remarks on the Killing of Qasem Soleimani",,"Donald_Trump_2020-01-03T15:13:13-05:00_January_3,_2020:_Remarks_on_the_Killing_of_Qasem_Soleimani.json",523,6,18,11.47,34.42,0.25,Other,False,spoken_era
Donald Trump,2020-01-08,2020,"January 8, 2020: Statement on Iran",https://millercenter.org/the-presidency/presidential-speeches/january-8-2020-statement-iran,"Donald_Trump_2020-01-08T11:30:02-05:00_January_8,_2020:_Statement_on_Iran.json",1045,9,30,8.61,28.71,0.2308,Other,False,spoken_era
Donald Trump,2020-01-24,2020,"January 24, 2020: Speech at March for Life",https://millercenter.org/the-presidency/presidential-speeches/january-24-2020-speech-march-life,"Donald_Trump_2020-01-24T12:30:00-05:00_January_24,_2020:_Speech_at_March_for_Life.json",1495,24,54,16.05,36.12,0.3077,Other,False,spoken_era
Donald Trump,2020-02-04,2020,"February 4, 2020: State of the Union Address",,"Donald_Trump_2020-02-04T21:00:00-05:00_February_4,_2020:_State_of_the_Union_Address.json",6360,89,203,13.99,31.92,0.3048,State of the Union,True,spoken_era
Donald Trump,2020-02-06,2020,"February 6, 2020: Remarks after His Acquittal",https://millercenter.org/the-presidency/presidential-speeches/february-6-2020-remarks-after-his-acquittal,"Donald_Trump_2020-02-06T12:30:00-05:00_February_6,_2020:_Remarks_after_His_Acquittal_.json",9538,423,211,44.35,22.12,0.6672,Other,False,spoken_era
Donald Trump,2020-03-11,2020,"March 11, 2020: Statement on the Coronavirus",https://millercenter.org/the-presidency/presidential-speeches/march-11-2020-statement-coronavirus,"Donald_Trump_2020-03-11T21:00:00-04:00_March_11,_2020:_Statement_on_the_Coronavirus.json",1276,16,47,12.54,36.83,0.254,Other,False,spoken_era
Donald Trump,2020-03-13,2020,"March 13, 2020: Press Conference about the Coronavirus",https://millercenter.org/the-presidency/presidential-speeches/march-13-2020-press-conference-about-coronavirus,"Donald_Trump_2020-03-13T15:30:00-04:00_March_13,_2020:_Press_Conference_about_the_Coronavirus.json",12658,208,429,16.43,33.89,0.3265,Press/News Conference,False,spoken_era
Donald Trump,2020-04-13,2020,"April 13, 2020: Coronavirus Task Force Briefing",https://millercenter.org/the-presidency/presidential-speeches/april-13-2020-coronavirus-task-force-briefing,"Donald_Trump_2020-04-13T17:30:00-04:00_April_13,_2020:_Coronavirus_Task_Force_Briefing.json",26576,750,840,28.22,31.61,0.4717,Other,False,spoken_era
Donald Trump,2020-04-15,2020,"April 15, 2020: Press Briefing with the Coronavirus Task Force",https://millercenter.org/the-presidency/presidential-speeches/april-15-2020-press-briefing-coronavirus-task-force,"Donald_Trump_2020-04-15T17:30:00-04:00_April_15,_2020:_Press_Briefing_with_the_Coronavirus_Task_Force.json",9815,140,440,14.26,44.83,0.2414,Other,False,spoken_era
Donald Trump,2020-04-23,2020,"April 23, 2020: Task Force Briefing on the Coronavirus Pandemic",,"Donald_Trump_2020-04-23T17:50:00-04:00_April_23,_2020:_Task_Force_Briefing_on_the_Coronavirus_Pandemic_.json",12509,307,422,24.54,33.74,0.4211,Other,False,spoken_era
Donald Trump,2020-06-01,2020,"June 1, 2020: Statement on Protests Against Police Brutality",https://millercenter.org/the-presidency/presidential-speeches/june-1-2020-statement-protests-against-police-brutality,"Donald_Trump_2020-06-01T18:43:00-04:00_June_1,_2020:_Statement_on_Protests_Against_Police_Brutality_.json",807,18,29,22.3,35.94,0.383,Other,False,spoken_era
Donald Trump,2020-06-13,2020,"June 13, 2020: Address at West Point Graduation",,"Donald_Trump_2020-06-13T10:30:00-04:00_June_13,_2020:_Address_at_West_Point_Graduation.json",2892,22,60,7.61,20.75,0.2683,Other,False,spoken_era
Donald Trump,2020-06-20,2020,"June 20, 2020: Campaign Rally in Tulsa, Oklahoma",https://millercenter.org/the-presidency/presidential-speeches/june-20-2020-campaign-rally-tulsa-oklahoma,"Donald_Trump_2020-06-20T19:00:00-04:00_June_20,_2020:_Campaign_Rally_in_Tulsa,_Oklahoma.json",12551,422,388,33.62,30.91,0.521,Other,False,spoken_era
Donald Trump,2020-07-04,2020,"July 4, 2020: Remarks at Salute to America",,"Donald_Trump_2020-07-04T18:50:00-04:00_July_4,_2020:_Remarks_at_Salute_to_America.json",3022,12,177,3.97,58.57,0.0635,Other,False,spoken_era
Donald Trump,2020-08-08,2020,"August 8, 2020: Press Conference on Executive Orders",,"Donald_Trump_2020-08-08T16:20:00-04:00_August_8,_2020:_Press_Conference_on_Executive_Orders.json",5451,83,174,15.23,31.92,0.323,Press/News Conference,False,spoken_era
Donald Trump,2020-09-07,2020,"September 7, 2020: Labor Day Press Conference",https://millercenter.org/the-presidency/presidential-speeches/september-7-2020-labor-day-press-conference,"Donald_Trump_2020-09-07T13:30:00-04:00_September_7,_2020:_Labor_Day_Press_Conference.json",8709,289,227,33.18,26.06,0.5601,Press/News Conference,False,spoken_era
Donald Trump,2020-09-26,2020,"September 26, 2020: Announcing His Nominee for the US Supreme Court",,"Donald_Trump_2020-09-26T17:00:00-04:00_September_26,_2020:_Announcing_His_Nominee_for_the_US_Supreme_Court.json",2232,101,44,45.25,19.71,0.6966,Other,False,spoken_era
Donald Trump,2020-10-26,2020,"October 26, 2020: Swearing-In Ceremony of the Honorable Amy Coney Barrett to the US Supreme Court",https://millercenter.org/the-presidency/presidential-speeches/october-26-2020-swearing-ceremony-honorable-amy-coney-barrett,"Donald_Trump_2020-10-26T21:00:00-04:00_October_26,_2020:_Swearing-In_Ceremony_of_the_Honorable_Amy_Coney_Barrett_to_the_US_Supreme_Court_.json",1494,42,40,28.11,26.77,0.5122,Other,False,spoken_era
Donald Trump,2020-11-05,2020,"November 5, 2020: Remarks on the 2020 Election",https://millercenter.org/the-presidency/presidential-speeches/november-5-2020-remarks-2020-election,"Donald_Trump_2020-11-05T19:00:00-05:00_November_5,_2020:_Remarks_on_the_2020_Election.json",2628,51,84,19.41,31.96,0.3778,Other,False,spoken_era
Donald Trump,2021-01-06,2021,"January 6, 2021: Speech Urging Supporters to Go Home",,"Donald_Trump_2021-01-06T15:30:00-05:00_January_6,_2021:_Speech_Urging_Supporters_to_Go_Home.json",166,4,12,24.1,72.29,0.25,Other,False,spoken_era
Donald Trump,2021-01-07,2021,"January 7, 2021: Message After Pro-Trump Mob Overruns US Capitol",,"Donald_Trump_2021-01-07T10:00:00-05:00_January_7,_2021:_Message_After_Pro-Trump_Mob_Overruns_US_Capitol.json",362,12,13,33.15,35.91,0.48,Other,False,spoken_era
Donald Trump,2021-01-13,2021,"January 13, 2021: Statement about the Violence at the Capitol",,"Donald_Trump_2021-01-13T13:00:00-05:00_January_13,_2021:_Statement_about_the_Violence_at_the_Capitol.json",642,17,31,26.48,48.29,0.3542,Other,False,spoken_era
Donald Trump,2021-01-19,2021,"January 19, 2021: Farewell Address",https://millercenter.org/the-presidency/presidential-speeches/january-19-2021-farewell-address,"Donald_Trump_2021-01-19T22:01:01-05:00_January_19,_2021:_Farewell_Address.json",2778,59,166,21.24,59.76,0.2622,Farewell Address,False,spoken_era
Donald Trump,2025-01-20,2025,"January 20, 2025: Inaugural Address",https://millercenter.org/the-presidency/presidential-speeches/january-20-2025-inaugural-address,"Donald_Trump_2025-01-20T12:10:00-05:00_January_20,_2025:_Inaugural_Address.json",2909,54,164,18.56,56.38,0.2477,Inaugural Address,False,spoken_era
Donald Trump,2025-03-04,2025,"March 4, 2025: Address to a Joint Session of Congress",,"Donald_Trump_2025-03-04T21:15:00-05:00_March_4,_2025:_Address_to_a_Joint_Session_of_Congress.json",10005,169,364,16.89,36.38,0.3171,Address to Congress,False,spoken_era
Donald Trump,2025-06-21,2025,"June 21, 2025: Address to the American People",https://millercenter.org/the-presidency/presidential-speeches/june-21-2025-address-american-people,"Donald_Trump_2025-06-21T22:00:00-04:00_June_21,_2025:_Address_to_the_American_People.json",525,10,12,19.05,22.86,0.4545,Other,False,spoken_era
Donald Trump,2025-09-23,2025,"September 23, 2025: Address before the 80th United Nations General Assembly",,"Donald_Trump_2025-09-23T10:00:00-04:00_September_23,_2025:_Address_before_the_80th_United_Nations_General_Assembly.json",8219,169,222,20.56,27.01,0.4322,Other,False,spoken_era
Donald Trump,2025-09-30,2025,"September 30, 2025: Remarks to Military Leaders",,"Donald_Trump_2025-09-30T10:00:00-04:00_September_30,_2025:_Remarks_to_Military_Leaders.json",12174,397,479,32.61,39.35,0.4532,Other,False,spoken_era
Donald Trump,2025-12-17,2025,"December 17, 2025: Address to the Nation",,"Donald_Trump_2025-12-17T20:00:00-05:00_December_17,_2025:_Address_to_the_Nation.json",2589,32,89,12.36,34.38,0.2645,Other,False,spoken_era
Donald Trump,2026-01-03,2026,"January 3, 2026: Statement on U.S. Action in Venezuela",,"Donald_Trump_2026-01-03T11:00:00-05:00_January_3,_2026:_Statement_on_U.S._Action_in_Venezuela.json",2913,35,128,12.02,43.94,0.2147,Other,False,spoken_era
Donald Trump,2026-02-24,2026,"February 24, 2026: State of the Union Address",,"Donald_Trump_2026-02-24T20:00:00-05:00_February_24,_2026:_State_of_the_Union_Address.json",10489,205,295,19.54,28.12,0.41,State of the Union,True,spoken_era
Donald Trump,2026-02-28,2026,"February 28, 2026: Remarks on the U.S. Military Operations Against Iran",,"Donald_Trump_2026-02-28T00:00:00-05:00_February_28,_2026:_Remarks_on_the_U.S._Military_Operations_Against_Iran.json",1053,9,32,8.55,30.39,0.2195,Other,False,spoken_era
Donald Trump,2026-04-01,2026,"April 1, 2026: Address to the Nation on Iran",,"Donald_Trump_2026-04-01T21:00:00-04:00_April_1,_2026:_Address_to_the_Nation_on_Iran.json",2725,41,94,15.05,34.5,0.3037,Other,False,spoken_era
Donald Trump,2026-07-16,2026,"July 16,2026: Address to the Nation on Election Security",,"Donald_Trump_2026-07-16T21:00:00-04:00_July_16,2026:_Address_to_the_Nation_on_Election_Security.json",3388,22,101,6.49,29.81,0.1789,Other,False,spoken_era
Donald Trump,2026-07-16,2026,"July 16, 2026: Address to the Nation on Election Security",,"Donald_Trump_2026-07-16T21:00:00-04:00_July_16,_2026:_Address_to_the_Nation_on_Election_Security.json",3388,22,101,6.49,29.81,0.1789,Other,False,spoken_era
Dwight D. Eisenhower,1953-01-20,1953,"January 20, 1953: First Inaugural Address",https://millercenter.org/the-presidency/presidential-speeches/january-20-1953-first-inaugural-address,"Dwight_D._Eisenhower_1953-01-20T13:00:00-05:00_January_20,_1953:_First_Inaugural_Address.json",2455,12,138,4.89,56.21,0.08,Inaugural Address,False,spoken_era
Dwight D. Eisenhower,1953-02-02,1953,"February 2, 1953: State of the Union Address",https://millercenter.org/the-presidency/presidential-speeches/february-2-1953-state-union-address,"Dwight_D._Eisenhower_1953-02-02T18:00:00-05:00_February_2,_1953:_State_of_the_Union_Address_.json",6988,44,197,6.3,28.19,0.1826,State of the Union,True,spoken_era
Dwight D. Eisenhower,1953-04-16,1953,"April 16, 1953: Chance for Peace",https://millercenter.org/the-presidency/presidential-speeches/april-16-1953-chance-peace,"Dwight_D._Eisenhower_1953-04-16T13:00:00-05:00_April_16,_1953:_Chance_for_Peace.json",2890,5,30,1.73,10.38,0.1429,Other,False,spoken_era
Dwight D. Eisenhower,1953-12-08,1953,"December 8, 1953: Atoms for Peace",https://millercenter.org/the-presidency/presidential-speeches/december-8-1953-atoms-peace,"Dwight_D._Eisenhower_1953-12-08T13:00:00-05:00_December_8,_1953:_Atoms_for_Peace.json",3057,43,36,14.07,11.78,0.5443,Other,False,spoken_era
Dwight D. Eisenhower,1954-01-07,1954,"January 7, 1954: State of the Union Address",https://millercenter.org/the-presidency/presidential-speeches/january-7-1954-state-union-address,"Dwight_D._Eisenhower_1954-01-07T18:00:00-05:00_January_7,_1954:_State_of_the_Union_Address.json",6035,55,180,9.11,29.83,0.234,State of the Union,True,spoken_era
Dwight D. Eisenhower,1955-01-06,1955,"January 6, 1955: State of the Union Address",https://millercenter.org/the-presidency/presidential-speeches/january-6-1955-state-union-address,"Dwight_D._Eisenhower_1955-01-06T18:00:00-05:00_January_6,_1955:_State_of_the_Union_Address.json",7270,76,240,10.45,33.01,0.2405,State of the Union,True,spoken_era
Dwight D. Eisenhower,1956-01-05,1956,"January 5, 1956: State of the Union Address",https://millercenter.org/the-presidency/presidential-speeches/january-5-1956-state-union-address,"Dwight_D._Eisenhower_1956-01-05T10:00:00-05:00_January_5,_1956:_State_of_the_Union_Address.json",8296,63,237,7.59,28.57,0.21,State of the Union,True,spoken_era
Dwight D. Eisenhower,1956-08-23,1956,"August 23, 1956: Republican National Convention",https://millercenter.org/the-presidency/presidential-speeches/august-23-1956-republican-national-convention,"Dwight_D._Eisenhower_1956-08-23T13:00:00-04:00_August_23,_1956:_Republican_National_Convention.json",4372,56,114,12.81,26.08,0.3294,Other,False,spoken_era
Dwight D. Eisenhower,1957-01-05,1957,"January 5, 1957: Eisenhower Doctrine",https://millercenter.org/the-presidency/presidential-speeches/january-5-1957-eisenhower-doctrine,"Dwight_D._Eisenhower_1957-01-05T13:00:00-05:00_January_5,_1957:_Eisenhower_Doctrine.json",3408,32,61,9.39,17.9,0.3441,Other,False,spoken_era
Dwight D. Eisenhower,1957-01-10,1957,"January 10, 1957: State of the Union Address",https://millercenter.org/the-presidency/presidential-speeches/january-10-1957-state-union-address,"Dwight_D._Eisenhower_1957-01-10T12:00:00-05:00_January_10,_1957:_State_of_the_Union_Address.json",4193,30,134,7.15,31.96,0.1829,State of the Union,True,spoken_era
Dwight D. Eisenhower,1957-01-21,1957,"January 21, 1957: Second Inaugural Address",https://millercenter.org/the-presidency/presidential-speeches/january-21-1957-second-inaugural-address,"Dwight_D._Eisenhower_1957-01-21T12:00:00-05:00_January_21,_1957:_Second_Inaugural_Address.json",1659,5,91,3.01,54.85,0.0521,Inaugural Address,False,spoken_era
Dwight D. Eisenhower,1958-01-09,1958,"January 9, 1958: State of the Union Address",https://millercenter.org/the-presidency/presidential-speeches/january-9-1958-state-union-address,"Dwight_D._Eisenhower_1958-01-09T12:00:00-05:00_January_9,_1958:_State_of_the_Union_Address.json",4983,43,178,8.63,35.72,0.1946,State of the Union,True,spoken_era
Dwight D. Eisenhower,1959-01-09,1959,"January 9, 1959: State of the Union Address",https://millercenter.org/the-presidency/presidential-speeches/january-9-1959-state-union-address,"Dwight_D._Eisenhower_1959-01-09T12:00:00-05:00_January_9,_1959:_State_of_the_Union_Address.json",4997,35,194,7.0,38.82,0.1528,State of the Union,True,spoken_era
Dwight D. Eisenhower,1960-01-07,1960,"January 7, 1960: State of the Union Address",https://millercenter.org/the-presidency/presidential-speeches/january-7-1960-state-union-address,"Dwight_D._Eisenhower_1960-01-07T12:00:00-05:00_January_7,_1960:_State_of_the_Union_Address.json",5692,60,194,10.54,34.08,0.2362,State of the Union,True,spoken_era
Dwight D. Eisenhower,1961-01-17,1961,"January 17, 1961: Farewell Address",https://millercenter.org/the-presidency/presidential-speeches/january-17-1961-farewell-address,"Dwight_D._Eisenhower_1961-01-17T13:00:00-05:00_January_17,_1961:_Farewell_Address.json",1852,30,59,16.2,31.86,0.3371,Farewell Address,False,spoken_era
Franklin D. Roosevelt,1933-03-04,1933,"March 4, 1933: First Inaugural Address",https://millercenter.org/the-presidency/presidential-speeches/march-4-1933-first-inaugural-address,"Franklin_D._Roosevelt_1933-03-04T13:00:00-05:00_March_4,_1933:_First_Inaugural_Address.json",1899,32,63,16.85,33.18,0.3368,Inaugural Address,False,spoken_era
Franklin D. Roosevelt,1933-03-12,1933,"March 12, 1933: Fireside Chat 1: On the Banking Crisis",https://millercenter.org/the-presidency/presidential-speeches/march-12-1933-fireside-chat-1-banking-crisis,"Franklin_D._Roosevelt_1933-03-12T13:00:00-05:00_March_12,_1933:_Fireside_Chat_1:_On_the_Banking_Crisis.json",1791,26,23,14.52,12.84,0.5306,Fireside Chat,False,spoken_era
Franklin D. Roosevelt,1933-05-07,1933,"May 7, 1933: Fireside Chat 2: On Progress During the First Two Months",https://millercenter.org/the-presidency/presidential-speeches/may-7-1933-fireside-chat-2-progress-during-first-two-months,"Franklin_D._Roosevelt_1933-05-07T13:00:00-04:00_May_7,_1933:_Fireside_Chat_2:_On_Progress_During_the_First_Two_Months.json",2968,33,80,11.12,26.95,0.292,Fireside Chat,False,spoken_era
Franklin D. Roosevelt,1933-07-24,1933,"July 24, 1933: Fireside Chat 3: On the National Recovery Administration",https://millercenter.org/the-presidency/presidential-speeches/july-24-1933-fireside-chat-3-national-recovery-administration,"Franklin_D._Roosevelt_1933-07-24T13:00:00-04:00_July_24,_1933:_Fireside_Chat_3:_On_the_National_Recovery_Administration.json",2965,49,58,16.53,19.56,0.4579,Fireside Chat,False,spoken_era
